,,,,American Indian or Alaska Native,45.05%,35.89%,404
,,,,None of the above,45.86%,33.23%,665
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",46.91%,35.75%,11992
,,,None of the above,Black or African American,50.33%,42.55%,1363
,,,,Native Hawaiian or Other Pacific Islander,46.75%,41.56%,77
,,,,Asian,44.98%,37.26%,518
,,,,Other Race,40.62%,31.27%,1935
,,,,White,28.95%,20.51%,9548
,,,,American Indian or Alaska Native,42.48%,29.20%,113
,,,,None of the above,25.78%,16.95%,18361
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",28.17%,19.51%,30085
,,,Total,Black or African American,49.43%,40.64%,17098
,,,,Native Hawaiian or Other Pacific Islander,43.41%,36.50%,622
,,,,Asian,41.76%,36.93%,11744
,,,,Other Race,39.89%,30.53%,21268
,,,,White,26.60%,18.55%,208973
,,,,American Indian or Alaska Native,40.07%,30.94%,1183
,,,,None of the above,26.34%,17.46%,20432
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",28.90%,20.81%,260306
,No value,Male,Not Hispanic or Latino,Black or African American,6.66%,5.00%,24685
,,,,Native Hawaiian or Other Pacific Islander,7.00%,4.94%,486
,,,,Asian,5.05%,3.89%,13426
,,,,Other Race,7.01%,5.04%,13047
,,,,White,6.96%,4.54%,138521
,,,,American Indian or Alaska Native,8.93%,7.17%,851
,,,,None of the above,2.45%,1.40%,3798
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",6.64%,4.45%,179735
,,,Hispanic or Latino,Black or African American,6.21%,5.10%,5847
,,,,Native Hawaiian or Other Pacific Islander,4.75%,2.49%,442
,,,,Asian,5.88%,-,238
,,,,Other Race,6.05%,4.20%,18246
,,,,White,5.40%,3.80%,16904
,,,,American Indian or Alaska Native,5.64%,3.65%,905
,,,,None of the above,4.45%,3.78%,3171
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",5.27%,3.71%,35483
,,,None of the above,Black or African American,5.58%,5.05%,3369
,,,,Native Hawaiian or Other Pacific Islander,-,-,111
,,,,Asian,4.11%,3.91%,1022
,,,,Other Race,4.40%,3.46%,5726
,,,,White,7.03%,5.56%,11448
,,,,American Indian or Alaska Native,8.94%,7.23%,235
,,,,None of the above,3.41%,2.04%,22550
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",4.53%,3.28%,40356
,,,Total,Black or African American,6.47%,5.02%,33901
,,,,Native Hawaiian or Other Pacific Islander,6.06%,3.75%,1039
,,,,Asian,5.00%,3.87%,14686
,,,,Other Race,6.13%,4.38%,37019
,,,,White,6.80%,4.53%,166873
,,,,American Indian or Alaska Native,7.43%,5.58%,1991
,,,,None of the above,3.40%,2.15%,29519
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",6.12%,4.16%,255574
,,Female,Not Hispanic or Latino,Black or African American,6.93%,4.91%,21287
,,,,Native Hawaiian or Other Pacific Islander,4.70%,-,447
,,,,Asian,3.68%,2.63%,14224
,,,,Other Race,5.24%,3.77%,12604
,,,,White,5.67%,3.48%,128449
,,,,American Indian or Alaska Native,6.45%,5.82%,791
,,,,None of the above,2.07%,1.38%,3327
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",5.57%,3.53%,165962
,,,Hispanic or Latino,Black or African American,6.04%,4.08%,5300
,,,,Native Hawaiian or Other Pacific Islander,6.46%,3.37%,356
,,,,Asian,5.09%,-,216
,,,,Other Race,5.90%,3.59%,15029
,,,,White,5.57%,3.24%,13745
,,,,American Indian or Alaska Native,5.88%,3.97%,731
,,,,None of the above,5.26%,4.20%,2358
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",5.42%,3.32%,28777
,,,None of the above,Black or African American,5.50%,4.53%,2890
,,,,Native Hawaiian or Other Pacific Islander,-,-,104
,,,,Asian,3.49%,3.90%,975
,,,,Other Race,4.32%,2.69%,4912
,,,,White,6.12%,4.68%,10765
,,,,American Indian or Alaska Native,-,-,233
,,,,None of the above,2.82%,1.69%,19579
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",4.04%,2.87%,35532
,,,Total,Black or African American,6.63%,4.72%,29477
,,,,Native Hawaiian or Other Pacific Islander,5.51%,2.76%,907
,,,,Asian,3.69%,2.71%,15415
,,,,Other Race,5.40%,3.52%,32545
,,,,White,5.69%,3.54%,152959
,,,,American Indian or Alaska Native,5.87%,4.62%,1755
,,,,None of the above,2.95%,1.88%,25264
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",5.31%,3.40%,230271
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,6.78%,4.96%,46012
,,,,Native Hawaiian or Other Pacific Islander,5.89%,3.53%,934
,,,,Asian,4.35%,3.24%,27667
,,,,Other Race,6.13%,4.41%,25684
,,,,White,6.33%,4.02%,267178
,,,,American Indian or Alaska Native,7.73%,6.52%,1642
,,,,None of the above,2.27%,1.39%,7137
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",6.12%,4.01%,345975
,,,Hispanic or Latino,Black or African American,6.14%,4.61%,11156
,,,,Native Hawaiian or Other Pacific Islander,5.51%,2.88%,798
,,,,Asian,5.51%,2.86%,454
,,,,Other Race,5.99%,3.92%,33283
,,,,White,5.47%,3.55%,30657
,,,,American Indian or Alaska Native,5.74%,3.79%,1637
,,,,None of the above,4.79%,3.96%,5533
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",5.34%,3.53%,64281
,,,None of the above,Black or African American,5.56%,4.81%,6264
,,,,Native Hawaiian or Other Pacific Islander,6.51%,-,215
,,,,Asian,3.80%,3.90%,1998
,,,,Other Race,4.36%,3.10%,10651
,,,,White,6.59%,5.13%,22223
,,,,American Indian or Alaska Native,6.40%,4.90%,469
,,,,None of the above,3.14%,1.88%,42154
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",4.30%,3.09%,75938
,,,Total,Black or African American,6.54%,4.88%,63432
,,,,Native Hawaiian or Other Pacific Islander,5.80%,3.29%,1947
,,,,Asian,4.33%,3.28%,30119
,,,,Other Race,5.79%,3.98%,69618
,,,,White,6.27%,4.06%,320058
,,,,American Indian or Alaska Native,6.70%,5.12%,3748
,,,,None of the above,3.19%,2.02%,54824
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",5.73%,3.80%,486194
,"Total: Total includes all data under the Jan 1 – Dec 31 2023 bucket, including data from rows not currently displayed.",Male,Not Hispanic or Latino,Black or African American,15.19%,12.69%,129625
,,,,Native Hawaiian or Other Pacific Islander,14.06%,11.84%,2298
,,,,Asian,15.10%,13.33%,75013
,,,,Other Race,14.42%,11.68%,77525
,,,,White,13.73%,10.11%,738399
,,,,American Indian or Alaska Native,15.88%,12.53%,4925
,,,,None of the above,7.58%,5.75%,14720
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",13.86%,10.56%,952437
,,,Hispanic or Latino,Black or African American,13.37%,11.19%,29920
,,,,Native Hawaiian or Other Pacific Islander,14.18%,11.70%,3061
,,,,Asian,12.78%,11.17%,1432
,,,,Other Race,13.14%,10.63%,106137
,,,,White,12.16%,9.78%,87837
,,,,American Indian or Alaska Native,11.16%,9.19%,8752
,,,,None of the above,9.63%,7.85%,13507
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",11.72%,9.40%,184434
,,,None of the above,Black or African American,11.83%,10.11%,19608
,,,,Native Hawaiian or Other Pacific Islander,16.36%,14.30%,923
,,,,Asian,14.71%,13.35%,5161
,,,,Other Race,10.60%,8.84%,33015
,,,,White,12.45%,9.62%,62953
,,,,American Indian or Alaska Native,12.31%,9.55%,1885
,,,,None of the above,9.01%,6.54%,155812
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",10.04%,7.62%,252036
,,,Total,Black or African American,14.52%,12.16%,179153
,,,,Native Hawaiian or Other Pacific Islander,14.45%,12.13%,6282
,,,,Asian,15.03%,13.29%,81606
,,,,Other Race,13.21%,10.73%,216677
,,,,White,13.49%,10.04%,889189
,,,,American Indian or Alaska Native,12.79%,10.29%,15562
,,,,None of the above,8.94%,6.58%,184039
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",12.88%,9.87%,1388907
,,Female,Not Hispanic or Latino,Black or African American,15.30%,12.54%,158335
,,,,Native Hawaiian or Other Pacific Islander,12.54%,10.06%,2943
,,,,Asian,11.69%,10.08%,97743
,,,,Other Race,11.38%,8.67%,94043
,,,,White,9.88%,6.69%,882816
,,,,American Indian or Alaska Native,13.00%,9.57%,5853
,,,,None of the above,5.92%,4.21%,15846
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",10.68%,7.71%,1143118
,,,Hispanic or Latino,Black or African American,13.03%,10.09%,38268
,,,,Native Hawaiian or Other Pacific Islander,14.46%,11.14%,3700
,,,,Asian,11.48%,9.67%,1820
,,,,Other Race,12.53%,9.36%,130027
,,,,White,11.38%,8.45%,106794
,,,,American Indian or Alaska Native,9.43%,7.32%,11501
,,,,None of the above,9.42%,7.16%,14800
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",11.28%,8.40%,219954
,,,None of the above,Black or African American,11.80%,9.62%,24315
,,,,Native Hawaiian or Other Pacific Islander,13.42%,10.00%,1140
,,,,Asian,11.37%,9.90%,6488
,,,,Other Race,9.29%,6.87%,39952
,,,,White,10.04%,7.05%,76359
,,,,American Indian or Alaska Native,11.87%,8.90%,2427
,,,,None of the above,6.81%,4.70%,181626
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",8.07%,5.77%,295969
,,,Total,Black or African American,14.52%,11.79%,220918
,,,,Native Hawaiian or Other Pacific Islander,13.58%,10.56%,7783
,,,,Asian,11.67%,10.06%,106051
,,,,Other Race,11.63%,8.74%,264022
,,,,White,10.04%,6.90%,1065969
,,,,American Indian or Alaska Native,10.78%,8.18%,19781
,,,,None of the above,6.92%,4.83%,212272
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",10.29%,7.45%,1659041
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,15.25%,12.60%,288091
,,,,Native Hawaiian or Other Pacific Islander,13.19%,10.83%,5245
,,,,Asian,13.16%,11.48%,172849
,,,,Other Race,12.75%,10.02%,171696
,,,,White,11.63%,8.25%,1622110
,,,,American Indian or Alaska Native,14.31%,10.92%,10783
,,,,None of the above,6.72%,4.95%,30596
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",12.12%,9.00%,2096683
,,,Hispanic or Latino,Black or African American,13.18%,10.57%,68210
,,,,Native Hawaiian or Other Pacific Islander,14.33%,11.39%,6763
,,,,Asian,12.05%,10.33%,3254
,,,,Other Race,12.80%,9.93%,236217
,,,,White,11.73%,9.05%,194681
,,,,American Indian or Alaska Native,10.18%,8.12%,20260
,,,,None of the above,9.52%,7.48%,28315
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",11.48%,8.86%,404488
,,,None of the above,Black or African American,11.81%,9.83%,43951
,,,,Native Hawaiian or Other Pacific Islander,14.72%,11.91%,2065
,,,,Asian,12.84%,11.42%,11656
,,,,Other Race,9.88%,7.75%,73018
,,,,White,11.13%,8.21%,139384
,,,,American Indian or Alaska Native,12.07%,9.19%,4318
,,,,None of the above,7.82%,5.55%,337564
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",8.97%,6.62%,548248
,,,Total,Black or African American,14.52%,11.95%,400252
,,,,Native Hawaiian or Other Pacific Islander,13.96%,11.26%,14073
,,,,Asian,13.12%,11.46%,187759
,,,,Other Race,12.34%,9.63%,480931
,,,,White,11.60%,8.32%,1956175
,,,,American Indian or Alaska Native,11.67%,9.11%,35361
,,,,None of the above,7.86%,5.64%,396475
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",11.47%,8.55%,3049419
Jan 1 – Dec 31 2024,Less than 18 Years,Male,Not Hispanic or Latino,Black or African American,0.71%,0.55%,32947
,,,,Native Hawaiian or Other Pacific Islander,-,-,415
,,,,Asian,0.42%,0.32%,15296
,,,,Other Race,1.47%,1.28%,16826
,,,,White,1.01%,0.85%,102996
,,,,American Indian or Alaska Native,-,-,837
,,,,None of the above,0.48%,0.30%,5393
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",0.85%,0.70%,157161
,,,Hispanic or Latino,Black or African American,0.65%,0.45%,8039
,,,,Native Hawaiian or Other Pacific Islander,-,-,611
,,,,Asian,-,-,416
,,,,Other Race,0.65%,0.46%,30600
,,,,White,0.61%,0.42%,21114
,,,,American Indian or Alaska Native,0.54%,-,2429
,,,,None of the above,0.52%,0.36%,4452
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.59%,0.43%,53049
,,,None of the above,Black or African American,0.53%,0.37%,5988
,,,,Native Hawaiian or Other Pacific Islander,-,-,170
,,,,Asian,-,-,1110
,,,,Other Race,0.66%,0.52%,10132
,,,,White,0.78%,0.63%,12926
,,,,American Indian or Alaska Native,-,-,514
,,,,None of the above,0.39%,0.31%,44877
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.47%,0.38%,68281
,,,Total,Black or African American,0.67%,0.51%,46974
,,,,Native Hawaiian or Other Pacific Islander,-,-,1196
,,,,Asian,0.43%,0.33%,16822
,,,,Other Race,0.89%,0.71%,57558
,,,,White,0.92%,0.76%,137036
,,,,American Indian or Alaska Native,0.50%,0.32%,3780
,,,,None of the above,0.41%,0.31%,54722
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.71%,0.57%,278491
,,Female,Not Hispanic or Latino,Black or African American,0.94%,0.71%,31643
,,,,Native Hawaiian or Other Pacific Islander,-,-,336
,,,,Asian,0.56%,0.42%,13577
,,,,Other Race,1.40%,1.21%,15257
,,,,White,1.03%,0.85%,94703
,,,,American Indian or Alaska Native,-,-,710
,,,,None of the above,0.56%,0.32%,5004
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",0.92%,0.74%,145299
,,,Hispanic or Latino,Black or African American,0.75%,0.57%,7510
,,,,Native Hawaiian or Other Pacific Islander,-,-,638
,,,,Asian,-,-,390
,,,,Other Race,0.66%,0.46%,28633
,,,,White,0.71%,0.50%,20259
,,,,American Indian or Alaska Native,-,-,2403
,,,,None of the above,0.55%,0.32%,4326
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.62%,0.44%,50448
,,,None of the above,Black or African American,0.74%,0.64%,5652
,,,,Native Hawaiian or Other Pacific Islander,-,-,175
,,,,Asian,-,-,1121
,,,,Other Race,0.95%,0.80%,9321
,,,,White,0.94%,0.78%,12020
,,,,American Indian or Alaska Native,-,-,464
,,,,None of the above,0.39%,0.31%,44908
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.53%,0.42%,66961
,,,Total,Black or African American,0.88%,0.68%,44805
,,,,Native Hawaiian or Other Pacific Islander,-,-,1149
,,,,Asian,0.54%,0.41%,15088
,,,,Other Race,0.92%,0.74%,53211
,,,,White,0.97%,0.79%,126982
,,,,American Indian or Alaska Native,0.42%,-,3577
,,,,None of the above,0.42%,0.31%,54238
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.76%,0.60%,262708
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,0.82%,0.63%,64614
,,,,Native Hawaiian or Other Pacific Islander,-,-,751
,,,,Asian,0.49%,0.37%,28890
,,,,Other Race,1.43%,1.25%,32102
,,,,White,1.02%,0.85%,197800
,,,,American Indian or Alaska Native,-,-,1547
,,,,None of the above,0.52%,0.31%,10403
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",0.89%,0.72%,302610
,,,Hispanic or Latino,Black or African American,0.69%,0.51%,15552
,,,,Native Hawaiian or Other Pacific Islander,-,-,1249
,,,,Asian,-,-,806
,,,,Other Race,0.65%,0.46%,59246
,,,,White,0.65%,0.46%,41383
,,,,American Indian or Alaska Native,0.48%,0.31%,4833
,,,,None of the above,0.54%,0.34%,8778
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.61%,0.44%,103518
,,,None of the above,Black or African American,0.64%,0.50%,11645
,,,,Native Hawaiian or Other Pacific Islander,-,-,345
,,,,Asian,-,-,2232
,,,,Other Race,0.80%,0.66%,19458
,,,,White,0.86%,0.70%,24955
,,,,American Indian or Alaska Native,-,-,978
,,,,None of the above,0.39%,0.31%,89810
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.50%,0.40%,135283
,,,Total,Black or African American,0.77%,0.59%,91811
,,,,Native Hawaiian or Other Pacific Islander,-,-,2345
,,,,Asian,0.48%,0.37%,31928
,,,,Other Race,0.91%,0.72%,110806
,,,,White,0.94%,0.77%,264138
,,,,American Indian or Alaska Native,0.46%,0.30%,7358
,,,,None of the above,0.41%,0.31%,108991
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.74%,0.59%,541411
,≥ 18 and < 35 Years,Male,Not Hispanic or Latino,Black or African American,3.92%,3.09%,24390
,,,,Native Hawaiian or Other Pacific Islander,3.53%,2.87%,453
,,,,Asian,2.62%,2.10%,15204
,,,,Other Race,5.62%,4.72%,15332
,,,,White,3.04%,2.35%,112217
,,,,American Indian or Alaska Native,2.96%,2.66%,979
,,,,None of the above,3.05%,2.53%,2494
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",3.12%,2.43%,153008
,,,Hispanic or Latino,Black or African American,3.94%,3.27%,6569
,,,,Native Hawaiian or Other Pacific Islander,3.96%,2.87%,732
,,,,Asian,-,-,296
,,,,Other Race,3.81%,2.98%,23072
,,,,White,3.35%,2.62%,18107
,,,,American Indian or Alaska Native,3.63%,2.73%,2232
,,,,None of the above,3.20%,2.48%,2784
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",3.40%,2.66%,39636
,,,None of the above,Black or African American,3.93%,3.15%,4225
,,,,Native Hawaiian or Other Pacific Islander,6.88%,5.26%,247
,,,,Asian,3.16%,2.60%,1076
,,,,Other Race,3.51%,2.87%,6958
,,,,White,3.19%,2.54%,10711
,,,,American Indian or Alaska Native,3.63%,3.15%,413
,,,,None of the above,2.22%,1.70%,31533
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.54%,1.97%,49216
,,,Total,Black or African American,3.92%,3.13%,35184
,,,,Native Hawaiian or Other Pacific Islander,4.33%,3.28%,1432
,,,,Asian,2.65%,2.14%,16576
,,,,Other Race,4.37%,3.55%,45362
,,,,White,3.09%,2.40%,141035
,,,,American Indian or Alaska Native,3.45%,2.76%,3624
,,,,None of the above,2.35%,1.81%,36811
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",3.05%,2.37%,241860
,,Female,Not Hispanic or Latino,Black or African American,3.56%,2.74%,40119
,,,,Native Hawaiian or Other Pacific Islander,2.78%,1.85%,756
,,,,Asian,2.50%,1.86%,24528
,,,,Other Race,3.99%,3.11%,24113
,,,,White,2.21%,1.48%,167643
,,,,American Indian or Alaska Native,3.00%,2.23%,1434
,,,,None of the above,1.96%,1.24%,3467
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.45%,1.70%,231409
,,,Hispanic or Latino,Black or African American,3.48%,2.42%,11248
,,,,Native Hawaiian or Other Pacific Islander,3.65%,2.28%,1095
,,,,Asian,3.10%,2.91%,549
,,,,Other Race,3.20%,2.13%,37999
,,,,White,2.83%,1.91%,30019
,,,,American Indian or Alaska Native,2.19%,1.47%,4010
,,,,None of the above,2.24%,1.70%,4421
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",2.89%,1.97%,63753
,,,None of the above,Black or African American,3.50%,2.43%,7561
,,,,Native Hawaiian or Other Pacific Islander,3.74%,-,374
,,,,Asian,2.65%,2.05%,1851
,,,,Other Race,3.05%,2.05%,11764
,,,,White,2.63%,1.73%,17736
,,,,American Indian or Alaska Native,3.99%,3.03%,726
,,,,None of the above,1.71%,1.09%,43536
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.10%,1.38%,72225
,,,Total,Black or African American,3.54%,2.64%,58928
,,,,Native Hawaiian or Other Pacific Islander,3.37%,2.07%,2225
,,,,Asian,2.52%,1.89%,26928
,,,,Other Race,3.44%,2.44%,73876
,,,,White,2.33%,1.56%,215398
,,,,American Indian or Alaska Native,2.59%,1.83%,6170
,,,,None of the above,1.77%,1.15%,51424
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",2.46%,1.69%,367387
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,3.69%,2.88%,64554
,,,,Native Hawaiian or Other Pacific Islander,3.06%,2.23%,1210
,,,,Asian,2.54%,1.95%,39780
,,,,Other Race,4.62%,3.73%,39503
,,,,White,2.54%,1.82%,280309
,,,,American Indian or Alaska Native,2.98%,2.40%,2415
,,,,None of the above,2.41%,1.77%,5972
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.71%,1.99%,384952
,,,Hispanic or Latino,Black or African American,3.65%,2.73%,17826
,,,,Native Hawaiian or Other Pacific Islander,3.78%,2.52%,1827
,,,,Asian,2.71%,2.71%,848
,,,,Other Race,3.43%,2.45%,61100
,,,,White,3.03%,2.18%,48148
,,,,American Indian or Alaska Native,2.71%,1.92%,6243
,,,,None of the above,2.61%,2.00%,7208
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",3.09%,2.24%,103437
,,,None of the above,Black or African American,3.65%,2.69%,11803
,,,,Native Hawaiian or Other Pacific Islander,4.98%,3.22%,622
,,,,Asian,2.83%,2.25%,2931
,,,,Other Race,3.22%,2.35%,18750
,,,,White,2.84%,2.03%,28495
,,,,American Indian or Alaska Native,3.85%,3.15%,1143
,,,,None of the above,1.92%,1.34%,75134
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.28%,1.62%,121577
,,,Total,Black or African American,3.68%,2.82%,94183
,,,,Native Hawaiian or Other Pacific Islander,3.74%,2.54%,3659
,,,,Asian,2.56%,1.99%,43559
,,,,Other Race,3.79%,2.86%,119353
,,,,White,2.63%,1.89%,356952
,,,,American Indian or Alaska Native,2.91%,2.18%,9801
,,,,None of the above,2.01%,1.43%,88314
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",2.69%,1.96%,609966
,≥ 35 and < 45 Years,Male,Not Hispanic or Latino,Black or African American,11.07%,9.44%,16872
,,,,Native Hawaiian or Other Pacific Islander,12.06%,9.41%,340
,,,,Asian,10.91%,9.13%,9917
,,,,Other Race,9.04%,7.33%,11388
,,,,White,6.39%,4.77%,77038
,,,,American Indian or Alaska Native,9.15%,7.54%,743
,,,,None of the above,6.76%,5.42%,1715
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",7.50%,5.87%,104980
,,,Hispanic or Latino,Black or African American,11.66%,9.86%,4055
,,,,Native Hawaiian or Other Pacific Islander,11.59%,9.55%,492
,,,,Asian,9.85%,7.39%,203
,,,,Other Race,11.87%,9.58%,15714
,,,,White,10.57%,8.56%,11864
,,,,American Indian or Alaska Native,10.66%,8.45%,1538
,,,,None of the above,10.82%,8.79%,1774
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",11.00%,8.79%,25461
,,,None of the above,Black or African American,11.20%,9.25%,2831
,,,,Native Hawaiian or Other Pacific Islander,11.39%,10.13%,158
,,,,Asian,9.28%,10.29%,690
,,,,Other Race,9.36%,7.66%,4820
,,,,White,8.49%,6.45%,7657
,,,,American Indian or Alaska Native,14.19%,11.42%,289
,,,,None of the above,7.00%,5.33%,20905
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",7.74%,6.03%,33269
,,,Total,Black or African American,11.19%,9.49%,23758
,,,,Native Hawaiian or Other Pacific Islander,11.72%,9.60%,990
,,,,Asian,10.79%,9.17%,10810
,,,,Other Race,10.48%,8.49%,31922
,,,,White,7.07%,5.37%,96559
,,,,American Indian or Alaska Native,10.62%,8.52%,2570
,,,,None of the above,7.26%,5.59%,24394
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",8.10%,6.35%,163710
,,Female,Not Hispanic or Latino,Black or African American,9.40%,7.46%,25187
,,,,Native Hawaiian or Other Pacific Islander,7.86%,5.73%,471
,,,,Asian,6.33%,4.72%,15508
,,,,Other Race,6.34%,4.57%,16013
,,,,White,4.70%,2.96%,101854
,,,,American Indian or Alaska Native,8.28%,5.52%,978
,,,,None of the above,4.71%,2.93%,2250
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",5.64%,3.88%,143118
,,,Hispanic or Latino,Black or African American,7.90%,5.81%,6149
,,,,Native Hawaiian or Other Pacific Islander,7.64%,5.10%,628
,,,,Asian,7.42%,5.86%,256
,,,,Other Race,8.73%,6.12%,22664
,,,,White,7.99%,5.77%,17295
,,,,American Indian or Alaska Native,6.43%,5.01%,2395
,,,,None of the above,7.26%,5.45%,2424
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",8.08%,5.74%,36295
,,,None of the above,Black or African American,8.25%,6.26%,4074
,,,,Native Hawaiian or Other Pacific Islander,-,-,181
,,,,Asian,7.49%,6.55%,1068
,,,,Other Race,6.90%,4.65%,6939
,,,,White,6.13%,4.04%,11051
,,,,American Indian or Alaska Native,9.35%,7.13%,449
,,,,None of the above,4.39%,2.93%,27250
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",5.16%,3.56%,44422
,,,Total,Black or African American,9.01%,7.03%,35410
,,,,Native Hawaiian or Other Pacific Islander,7.19%,5.08%,1280
,,,,Asian,6.42%,4.85%,16832
,,,,Other Race,7.62%,5.36%,45616
,,,,White,5.26%,3.42%,130200
,,,,American Indian or Alaska Native,7.25%,5.39%,3822
,,,,None of the above,4.63%,3.12%,31924
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",5.94%,4.12%,223835
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,10.07%,8.25%,42082
,,,,Native Hawaiian or Other Pacific Islander,9.62%,7.27%,811
,,,,Asian,8.11%,6.44%,25437
,,,,Other Race,7.47%,5.72%,27422
,,,,White,5.43%,3.74%,179029
,,,,American Indian or Alaska Native,8.64%,6.38%,1724
,,,,None of the above,5.59%,4.00%,3971
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",6.43%,4.72%,248276
,,,Hispanic or Latino,Black or African American,9.39%,7.42%,10208
,,,,Native Hawaiian or Other Pacific Islander,9.38%,7.05%,1120
,,,,Asian,8.48%,6.52%,460
,,,,Other Race,10.02%,7.54%,38384
,,,,White,9.04%,6.90%,29169
,,,,American Indian or Alaska Native,8.10%,6.35%,3937
,,,,None of the above,8.77%,6.86%,4198
