,,,Native Hawaiian or Other Pacific Islander,43.64%,36.36%,275
,,,Asian,44.61%,38.64%,6398
,,,Other Race,41.27%,31.66%,11741
,,,White,31.18%,21.57%,105577
,,,American Indian or Alaska Native,43.94%,33.39%,569
,,,None of the above,29.56%,19.42%,9047
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",33.00%,23.43%,129985
,,Female,Black or African American,49.94%,39.74%,13287
,,,Native Hawaiian or Other Pacific Islander,45.64%,37.55%,482
,,,Asian,40.44%,35.61%,8173
,,,Other Race,37.64%,27.88%,16900
,,,White,23.17%,15.48%,148232
,,,American Indian or Alaska Native,38.75%,28.65%,862
,,,None of the above,23.57%,15.59%,12768
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",26.13%,18.28%,184254
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Black or African American,50.33%,40.16%,21046
,,,Native Hawaiian or Other Pacific Islander,44.91%,37.12%,757
,,,Asian,42.28%,36.94%,14573
,,,Other Race,39.12%,29.42%,28647
,,,White,26.50%,18.01%,253837
,,,American Indian or Alaska Native,40.81%,30.54%,1431
,,,None of the above,26.05%,17.17%,21819
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",28.97%,20.41%,314276
,No value,Male,Black or African American,6.44%,5.16%,32263
,,,Native Hawaiian or Other Pacific Islander,6.27%,4.92%,1037
,,,Asian,6.06%,4.92%,13290
,,,Other Race,5.51%,4.14%,36878
,,,White,7.30%,4.97%,147645
,,,American Indian or Alaska Native,6.94%,5.10%,2235
,,,None of the above,3.65%,2.48%,27457
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",6.43%,4.52%,233307
,,Female,Black or African American,6.25%,4.81%,28428
,,,Native Hawaiian or Other Pacific Islander,5.93%,3.96%,910
,,,Asian,4.09%,3.36%,14812
,,,Other Race,5.23%,3.47%,31999
,,,White,6.07%,3.98%,138338
,,,American Indian or Alaska Native,5.50%,3.86%,1890
,,,None of the above,3.10%,2.09%,24261
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",5.51%,3.72%,214533
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Black or African American,6.35%,4.99%,60724
,,,Native Hawaiian or Other Pacific Islander,6.10%,4.46%,1950
,,,Asian,5.02%,4.09%,28126
,,,Other Race,5.38%,3.82%,68912
,,,White,6.70%,4.49%,286148
,,,American Indian or Alaska Native,6.28%,4.53%,4127
,,,None of the above,3.39%,2.29%,51759
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",5.98%,4.14%,448101
,"Total: Total includes all data under the Jan 1 – Dec 31 2024 bucket, including data from rows not currently displayed.",Male,Black or African American,14.33%,11.80%,200203
,,,Native Hawaiian or Other Pacific Islander,14.38%,11.95%,7004
,,,Asian,15.45%,13.42%,93178
,,,Other Race,13.22%,10.58%,254393
,,,White,13.71%,10.03%,985015
,,,American Indian or Alaska Native,12.36%,9.80%,17538
,,,None of the above,8.67%,6.30%,192508
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",12.99%,9.79%,1540528
,,Female,Black or African American,14.34%,11.46%,251055
,,,Native Hawaiian or Other Pacific Islander,13.43%,10.34%,8653
,,,Asian,11.97%,10.21%,121443
,,,Other Race,11.51%,8.50%,309839
,,,White,10.13%,6.86%,1196629
,,,American Indian or Alaska Native,10.34%,7.65%,22409
,,,None of the above,6.67%,4.59%,220705
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",10.32%,7.36%,1859340
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Black or African American,14.33%,11.61%,451437
,,,Native Hawaiian or Other Pacific Islander,13.85%,11.06%,15664
,,,Asian,13.47%,11.60%,214751
,,,Other Race,12.28%,9.43%,564494
,,,White,11.74%,8.28%,2182848
,,,American Indian or Alaska Native,11.22%,8.59%,39974
,,,None of the above,7.60%,5.38%,413408
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",11.53%,8.46%,3401592
Jan 1 – Dec 17 2025,Less than 18 Years,Male,Black or African American,0.63%,0.46%,48296
,,,Native Hawaiian or Other Pacific Islander,-,-,1208
,,,Asian,0.39%,0.30%,16709
,,,Other Race,0.79%,0.62%,58991
,,,White,0.90%,0.73%,138250
,,,American Indian or Alaska Native,0.51%,0.36%,3904
,,,None of the above,0.36%,0.27%,54856
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",0.67%,0.53%,282304
,,Female,Black or African American,0.80%,0.62%,45810
,,,Native Hawaiian or Other Pacific Islander,-,-,1151
,,,Asian,0.51%,0.36%,14964
,,,Other Race,0.83%,0.65%,54281
,,,White,0.91%,0.73%,128029
,,,American Indian or Alaska Native,0.36%,0.30%,3649
,,,None of the above,0.41%,0.29%,54188
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",0.71%,0.56%,265649
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Black or African American,0.71%,0.54%,94141
,,,Native Hawaiian or Other Pacific Islander,-,-,2359
,,,Asian,0.45%,0.33%,31693
,,,Other Race,0.81%,0.64%,113314
,,,White,0.90%,0.73%,266415
,,,American Indian or Alaska Native,0.44%,0.33%,7555
,,,None of the above,0.39%,0.28%,109078
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",0.69%,0.54%,548189
,≥ 18 and < 35 Years,Male,Black or African American,3.87%,3.03%,34356
,,,Native Hawaiian or Other Pacific Islander,4.30%,3.02%,1257
,,,Asian,2.69%,2.18%,15838
,,,Other Race,4.40%,3.55%,44285
,,,White,3.14%,2.45%,136073
,,,American Indian or Alaska Native,3.55%,2.75%,3497
,,,None of the above,2.52%,1.94%,32771
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",3.11%,2.41%,231437
,,Female,Black or African American,3.39%,2.48%,59251
,,,Native Hawaiian or Other Pacific Islander,2.97%,1.93%,2121
,,,Asian,2.45%,1.84%,26083
,,,Other Race,3.33%,2.39%,74036
,,,White,2.30%,1.55%,214421
,,,American Indian or Alaska Native,2.32%,1.61%,6159
,,,None of the above,1.69%,1.10%,46958
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",2.40%,1.65%,362587
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Black or African American,3.57%,2.68%,93675
,,,Native Hawaiian or Other Pacific Islander,3.46%,2.34%,3379
,,,Asian,2.54%,1.97%,41972
,,,Other Race,3.73%,2.82%,118443
,,,White,2.63%,1.90%,351067
,,,American Indian or Alaska Native,2.76%,2.03%,9669
,,,None of the above,2.03%,1.44%,79804
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",2.67%,1.95%,594793
,≥ 35 and < 45 Years,Male,Black or African American,11.09%,9.36%,23739
,,,Native Hawaiian or Other Pacific Islander,11.77%,9.62%,977
,,,Asian,10.48%,8.83%,10902
,,,Other Race,10.34%,8.35%,32319
,,,White,6.84%,5.18%,97756
,,,American Indian or Alaska Native,10.57%,8.35%,2610
,,,None of the above,7.10%,5.38%,21295
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",7.95%,6.22%,161964
,,Female,Black or African American,8.62%,6.66%,37044
,,,Native Hawaiian or Other Pacific Islander,7.93%,5.29%,1362
,,,Asian,6.19%,4.64%,17387
,,,Other Race,7.19%,4.97%,47830
,,,White,4.96%,3.16%,136255
,,,American Indian or Alaska Native,6.94%,5.10%,3918
,,,None of the above,4.40%,3.00%,28674
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",5.65%,3.86%,229268
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Black or African American,9.59%,7.71%,60812
,,,Native Hawaiian or Other Pacific Islander,9.53%,7.09%,2341
,,,Asian,7.83%,6.25%,28310
,,,Other Race,8.47%,6.33%,80199
,,,White,5.75%,4.00%,234217
,,,American Indian or Alaska Native,8.41%,6.39%,6537
,,,None of the above,5.55%,4.01%,49995
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",6.60%,4.84%,391518
,≥ 45 and < 55 Years,Male,Black or African American,22.61%,19.03%,22242
,,,Native Hawaiian or Other Pacific Islander,22.69%,19.75%,886
,,,Asian,20.80%,17.83%,11503
,,,Other Race,20.51%,16.65%,31217
,,,White,14.50%,11.02%,104881
,,,American Indian or Alaska Native,20.15%,16.97%,2263
,,,None of the above,14.74%,11.42%,20332
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",16.33%,12.81%,166293
,,Female,Black or African American,17.99%,14.27%,30691
,,,Native Hawaiian or Other Pacific Islander,14.47%,11.61%,1189
,,,Asian,11.90%,9.68%,17408
,,,Other Race,14.49%,10.67%,41639
,,,White,9.39%,6.29%,140669
,,,American Indian or Alaska Native,15.11%,11.24%,3097
,,,None of the above,8.96%,6.49%,24711
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",10.96%,7.84%,221770
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Black or African American,19.93%,16.27%,52950
,,,Native Hawaiian or Other Pacific Islander,17.97%,15.08%,2076
,,,Asian,15.44%,12.92%,28922
,,,Other Race,17.07%,13.23%,72878
,,,White,11.57%,8.31%,245650
,,,American Indian or Alaska Native,17.22%,13.64%,5365
,,,None of the above,11.57%,8.71%,45066
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",13.26%,9.96%,388215
,≥ 55 and < 65 Years,Male,Black or African American,35.82%,29.76%,22714
,,,Native Hawaiian or Other Pacific Islander,32.53%,26.36%,793
,,,Asian,31.88%,28.09%,11526
,,,Other Race,30.74%,25.20%,29509
,,,White,21.92%,16.58%,148646
,,,American Indian or Alaska Native,29.12%,23.45%,2047
,,,None of the above,20.35%,15.16%,21503
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",23.98%,18.62%,209225
,,Female,Black or African American,31.86%,25.99%,28629
,,,Native Hawaiian or Other Pacific Islander,29.12%,22.69%,996
,,,Asian,22.19%,19.52%,15554
,,,Other Race,24.28%,18.26%,36533
,,,White,14.37%,9.80%,183288
,,,American Indian or Alaska Native,23.81%,17.93%,2516
,,,None of the above,14.55%,10.15%,24873
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",17.08%,12.41%,257673
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Black or African American,33.61%,27.66%,51348
,,,Native Hawaiian or Other Pacific Islander,30.63%,24.32%,1789
,,,Asian,26.31%,23.16%,27088
,,,Other Race,27.16%,21.36%,66053
,,,White,17.75%,12.84%,331994
,,,American Indian or Alaska Native,26.18%,20.40%,4564
,,,None of the above,17.23%,12.47%,46393
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",20.17%,15.19%,466992
,≥ 65 and < 75 Years,Male,Black or African American,45.37%,36.36%,16259
,,,Native Hawaiian or Other Pacific Islander,42.73%,35.90%,571
,,,Asian,42.51%,37.31%,9605
,,,Other Race,38.05%,29.89%,21203
,,,White,27.14%,19.60%,149685
,,,American Indian or Alaska Native,39.43%,29.91%,1187
,,,None of the above,25.57%,18.03%,16865
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",29.40%,21.81%,195011
,,Female,Black or African American,43.82%,35.15%,22504
,,,Native Hawaiian or Other Pacific Islander,41.90%,32.93%,735
,,,Asian,33.87%,29.17%,12597
,,,Other Race,33.20%,24.62%,26965
,,,White,18.84%,12.67%,181455
,,,American Indian or Alaska Native,34.37%,24.55%,1609
,,,None of the above,19.32%,13.30%,19856
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",22.27%,15.87%,239466
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Black or African American,44.47%,35.65%,38766
,,,Native Hawaiian or Other Pacific Islander,42.27%,34.23%,1306
,,,Asian,37.60%,32.69%,22204
,,,Other Race,35.33%,26.94%,48173
,,,White,22.59%,15.80%,331202
,,,American Indian or Alaska Native,36.52%,26.82%,2796
,,,None of the above,22.19%,15.47%,36730
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",25.47%,18.54%,434556
,75 Years or more,Male,Black or African American,50.48%,39.67%,8621
,,,Native Hawaiian or Other Pacific Islander,44.52%,37.54%,301
,,,Asian,44.70%,38.63%,6964
,,,Other Race,41.18%,31.13%,13085
,,,White,30.81%,21.00%,115889
,,,American Indian or Alaska Native,43.36%,32.25%,648
,,,None of the above,29.19%,19.00%,10129
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",32.68%,22.90%,142996
,,Female,Black or African American,49.32%,38.76%,14751
,,,Native Hawaiian or Other Pacific Islander,45.95%,36.68%,518
,,,Asian,40.41%,35.09%,9091
,,,Other Race,37.31%,27.21%,18808
,,,White,22.82%,15.03%,162606
,,,American Indian or Alaska Native,38.99%,28.25%,931
,,,None of the above,23.41%,15.59%,14146
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",25.82%,17.85%,202632
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Black or African American,49.75%,39.09%,23374
,,,Native Hawaiian or Other Pacific Islander,45.42%,37.00%,819
,,,Asian,42.28%,36.63%,16058
,,,Other Race,38.89%,28.81%,31900
,,,White,26.14%,17.52%,278533
,,,American Indian or Alaska Native,40.79%,29.89%,1579
,,,None of the above,25.81%,17.01%,24283
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",28.66%,19.93%,345679
,No value,Male,Black or African American,6.56%,4.90%,35868
,,,Native Hawaiian or Other Pacific Islander,5.04%,4.19%,1290
,,,Asian,6.21%,4.93%,15804
,,,Other Race,5.91%,4.26%,44486
,,,White,7.63%,4.91%,163332
,,,American Indian or Alaska Native,5.65%,3.95%,2635
,,,None of the above,4.00%,2.41%,34636
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",6.65%,4.39%,266347
,,Female,Black or African American,6.68%,4.70%,31792
,,,Native Hawaiian or Other Pacific Islander,6.53%,4.96%,1088
,,,Asian,4.41%,3.44%,17675
,,,Other Race,5.28%,3.28%,38453
,,,White,6.23%,3.77%,153312
,,,American Indian or Alaska Native,5.24%,3.52%,2329
,,,None of the above,3.33%,1.71%,31375
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",5.65%,3.49%,246405
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Black or African American,6.61%,4.81%,67695
,,,Native Hawaiian or Other Pacific Islander,5.71%,4.53%,2382
,,,Asian,5.26%,4.14%,33505
,,,Other Race,5.62%,3.80%,82983
,,,White,6.95%,4.36%,316839
,,,American Indian or Alaska Native,5.45%,3.74%,4968
,,,None of the above,3.68%,2.07%,66059
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",6.17%,3.95%,513065
,"Total: Total includes all data under the Jan 1 – Dec 17 2025 bucket, including data from rows not currently displayed.",Male,Black or African American,14.48%,11.72%,205779
,,,Native Hawaiian or Other Pacific Islander,14.44%,11.88%,7045
,,,Asian,15.67%,13.49%,95841
,,,Other Race,13.22%,10.45%,266470
,,,White,13.87%,9.96%,1016539
,,,American Indian or Alaska Native,12.20%,9.58%,18132
,,,None of the above,8.52%,6.08%,206675
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",13.08%,9.69%,1600868
,,Female,Black or African American,14.31%,11.28%,260450
,,,Native Hawaiian or Other Pacific Islander,13.58%,10.45%,8754
,,,Asian,12.02%,10.16%,126142
,,,Other Race,11.39%,8.29%,325750
,,,White,10.12%,6.71%,1248418
,,,American Indian or Alaska Native,10.24%,7.48%,23247
,,,None of the above,6.53%,4.40%,237291
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",10.27%,7.20%,1949363
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Black or African American,14.38%,11.47%,466418
,,,Native Hawaiian or Other Pacific Islander,13.96%,11.08%,15806
,,,Asian,13.59%,11.59%,222119
,,,Other Race,12.21%,9.26%,592511
,,,White,11.80%,8.17%,2266279
,,,American Indian or Alaska Native,11.10%,8.39%,41412
,,,None of the above,7.45%,5.18%,444198
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",11.54%,8.32%,3552145
